128.73217	9.63791
128.00632	9.39433
128.23436	9.19927
128.37328	9.07423
115.10786	9.29226
116.8658	8.81664
115.78047	8.84199
117.63801	8.70046
109.03429	8.87144
109.21514	8.51662
111.32743	8.50015
114.28041	8.7066
113.79224	8.54548
113.43196	8.3766
114.32794	8.3168
116.08346	8.17132
115.25114	7.9472
115.27194	7.7391
115.71095	7.50057
115.82282	7.25546
118.07349	7.47894
119.49793	7.47496
119.18921	7.29855
120.56429	7.93952
117.24973	7.81767
120.56521	6.15638
122.63298	7.39673
125.06164	7.63843
124.71921	7.95357
117.94405	8.21188
121.18821	8.67501
121.44808	8.56673
122.4763	8.48639
124.26955	8.25431
126.25042	8.56949
122.82264	9.17431
121.94573	9.34415
120.6657	9.25549
105.43234	7.65526
103.79854	7.07737
119.75595	8.34575
120.8666	8.3755
120.42178	8.46293
121.5253	8.29434
122.07373	8.20946
122.45621	8.13723
120.18382	9.15138
119.34622	9.17231
123.41583	8.42025
132.36505	8.86051
118.45825	8.56876
119.21414	8.60362
118.74809	8.61213
120.58883	8.18102
120.16824	8.12033
112.48794	7.29409
111.65585	7.56694
112.48505	6.82651
112.01354	6.74871
111.66139	6.82949
110.21476	6.819
109.99023	6.89338
109.98425	7.89101
112.51356	7.73844
112.01142	7.7107
122.62452	8.78561
122.56371	8.73473
125.42234	8.78623
123.93149	8.029
123.65543	8.0108
109.14763	7.75786
109.2673	7.87249
110.22976	7.65863
110.55003	6.72632
125.03632	8.88236
