128.99458	9.66347
127.98475	9.38136
128.61606	9.20477
128.44501	9.10087
115.19122	9.29456
116.87132	8.82164
115.84246	8.86383
117.65509	8.6952
109.03315	8.87475
109.26287	8.51879
111.36334	8.50389
114.21111	8.70186
113.78354	8.54656
113.42836	8.36914
114.301	        8.31787
116.05107	8.1717
115.25938	7.94616
115.30658	7.7508
115.73638	7.51348
115.81386	7.25878
118.02851	7.47425
119.50675	7.47811
119.21468	7.30109
120.62429	7.95447
117.31698	7.81419
120.6005	6.15486
122.74618	7.43156
125.07469	7.63831
124.70515	7.95258
117.95408	8.21772
121.31707	8.68411
121.44561	8.57801
122.57275	8.49829
124.15303	8.22587
126.35869	8.57021
122.90464	9.18702
122.10696	9.35244
120.39805	9.29164
105.25859	7.65262
103.8125	7.07885
119.76518	8.34578
120.89288	8.37963
120.41046	8.45563
121.55002	8.29319
122.06563	8.20772
122.47816	8.13999
120.17704	9.15365
119.25631	9.15828
123.46425	8.42458
132.16577	8.83028
118.47989	8.56923
119.19509	8.60891
118.72428	8.60674
120.61593	8.18239
120.21426	8.14363
112.45837	7.2966
111.66479	7.57077
112.46415	6.82608
112.00175	6.7493
111.68625	6.82984
110.20277	6.81812
109.99917	6.89311
109.99939	7.88988
112.49362	7.75145
111.9966	7.70556
122.75277	8.79096
122.34276	8.7577
125.41056	8.77393
123.89816	8.02832
123.67862	8.01733
109.07207	7.73533
109.27662	7.87721
110.24426	7.65387
110.34667	6.71682
125.17046	8.89709
