128.60617	9.62737
127.99726	9.40691
128.0235	9.19137
128.30814	9.04669
115.07322	9.29154
116.86899	8.81638
115.76483	8.82426
117.62701	8.702
109.03254	8.86767
109.18635	8.51439
111.30623	8.49942
114.32564	8.71104
113.78308	8.54488
113.44192	8.38123
114.32738	8.31654
116.09097	8.16977
115.25168	7.94855
115.23919	7.73074
115.68723	7.49362
115.82015	7.25898
118.10565	7.48239
119.50459	7.4738
119.17241	7.29589
120.5377	7.92955
117.20147	7.8182
120.55669	6.159
122.53834	7.38321
125.04881	7.63798
124.71846	7.95451
117.94614	8.20855
121.0962	8.66957
121.43395	8.5592
122.40626	8.47964
124.34161	8.272
126.17665	8.56934
122.75105	9.16864
121.85673	9.3375
120.80983	9.23936
105.54913	7.65326
103.78666	7.07588
119.74713	8.34486
120.84368	8.37329
120.43648	8.46742
121.5022	8.29345
122.06634	8.21039
122.4406	8.13569
120.18813	9.14971
119.41011	9.18554
123.38194	8.42331
132.46262	8.8981
118.46463	8.5712
119.22513	8.59859
118.73463	8.61519
120.56696	8.17969
120.13811	8.10493
112.49616	7.29282
111.6355	7.56463
112.49741	6.82604
112.01928	6.74876
111.65867	6.82859
110.21867	6.81922
109.98155	6.89332
109.97778	7.89144
112.50052	7.72579
112.01611	7.71554
122.54675	8.78289
122.67892	8.71808
125.44159	8.79268
123.93449	8.02938
123.64356	8.00663
109.19401	7.77259
109.27295	7.87122
110.23533	7.66069
110.71502	6.73203
124.95552	8.87256
