Titration: 21
kd = 19.92 uM
percent bound at final point = 85.1

Presentation fit:
   ligand ratio    model point      exp point
       0.000000       0.000000       0.000000
       0.249703       0.168402       0.147265
       0.499401       0.314120       0.364663
       0.749120       0.435118       0.436416
       0.998804       0.531967       0.536319
       1.498221       0.666188       0.673983
       1.997642       0.747191       0.758639
       2.996437       0.832487       0.822813
       3.995279       0.874519       0.850632
