Titration: 41
kd = 19.92 uM
percent bound at final point = 41.5

Presentation fit:
   ligand ratio    model point      exp point
       0.000000       0.000000       0.000000
       0.249703       0.168402       0.402158
       0.499401       0.314120       1.336456
       0.749120       0.435118       0.843748
       0.998804       0.531967       0.618799
       1.498221       0.666188       0.594314
       1.997642       0.747191       1.002895
       2.996437       0.832487       0.441451
       3.995279       0.874519       0.414677
