Titration: 67
kd = 19.92 uM
percent bound at final point = 87.2

Presentation fit:
   ligand ratio    model point      exp point
       0.000000       0.000000       0.000000
       0.249703       0.168402       0.156859
       0.499401       0.314120       0.299716
       0.749120       0.435118       0.424693
       0.998804       0.531967       0.522240
       1.498221       0.666188       0.676775
       1.997642       0.747191       0.751305
       2.996437       0.832487       0.842772
       3.995279       0.874519       0.871650
