Titration: 13
kd = 19.92 uM
percent bound at final point = 102.0

Presentation fit:
   ligand ratio    model point      exp point
       0.000000       0.000000       0.000000
       0.249703       0.168402       0.305381
       0.499401       0.314120       0.199368
       0.749120       0.435118       0.366382
       0.998804       0.531967       0.454768
       1.498221       0.666188       0.673817
       1.997642       0.747191       0.606760
       2.996437       0.832487       0.899953
       3.995279       0.874519       1.020470
