Titration: 6
kd = 19.92 uM
percent bound at final point = 104.2

Presentation fit:
   ligand ratio    model point      exp point
       0.000000       0.000000       0.000000
       0.249703       0.168402       0.325667
       0.499401       0.314120       0.214650
       0.749120       0.435118       0.275781
       0.998804       0.531967       0.282655
       1.498221       0.666188       0.787508
       1.997642       0.747191       0.672977
       2.996437       0.832487       0.874409
       3.995279       0.874519       1.041981
