Titration: 34
kd = 19.92 uM
percent bound at final point = 85.8

Presentation fit:
   ligand ratio    model point      exp point
       0.000000       0.000000       0.000000
       0.249703       0.168402       0.143572
       0.499401       0.314120       0.325380
       0.749120       0.435118       0.446128
       0.998804       0.531967       0.533734
       1.498221       0.666188       0.674703
       1.997642       0.747191       0.759910
       2.996437       0.832487       0.825053
       3.995279       0.874519       0.858427
