Titration: 74
kd = 19.92 uM
percent bound at final point = 86.9

Presentation fit:
   ligand ratio    model point      exp point
       0.000000       0.000000       0.000000
       0.249703       0.168402       0.144875
       0.499401       0.314120       0.308985
       0.749120       0.435118       0.429034
       0.998804       0.531967       0.535249
       1.498221       0.666188       0.672007
       1.997642       0.747191       0.759199
       2.996437       0.832487       0.830465
       3.995279       0.874519       0.869158
