Titration: 30
kd = 19.92 uM
percent bound at final point = 86.5

Presentation fit:
   ligand ratio    model point      exp point
       0.000000       0.000000       0.000000
       0.249703       0.168402       0.184478
       0.499401       0.314120       0.280651
       0.749120       0.435118       0.419195
       0.998804       0.531967       0.519882
       1.498221       0.666188       0.698928
       1.997642       0.747191       0.739321
       2.996437       0.832487       0.848602
       3.995279       0.874519       0.865161
