Titration: 58
kd = 19.92 uM
percent bound at final point = 82.9

Presentation fit:
   ligand ratio    model point      exp point
       0.000000       0.000000       0.000000
       0.249703       0.168402       0.114852
       0.499401       0.314120       0.402907
       0.749120       0.435118       0.407995
       0.998804       0.531967       0.492303
       1.498221       0.666188       0.690817
       1.997642       0.747191       0.777677
       2.996437       0.832487       0.850362
       3.995279       0.874519       0.828737
