Titration: 54
kd = 19.92 uM
percent bound at final point = 81.1

Presentation fit:
   ligand ratio    model point      exp point
       0.000000       0.000000       0.000000
       0.249703       0.168402       0.166864
       0.499401       0.314120       0.278075
       0.749120       0.435118       0.434772
       0.998804       0.531967       0.569319
       1.498221       0.666188       0.729160
       1.997642       0.747191       0.733539
       2.996437       0.832487       0.851389
       3.995279       0.874519       0.810914
