Titration: 65
kd = 19.92 uM
percent bound at final point = 84.4

Presentation fit:
   ligand ratio    model point      exp point
       0.000000       0.000000       0.000000
       0.249703       0.168402       0.142547
       0.499401       0.314120       0.361753
       0.749120       0.435118       0.418928
       0.998804       0.531967       0.541543
       1.498221       0.666188       0.677569
       1.997642       0.747191       0.775002
       2.996437       0.832487       0.820193
       3.995279       0.874519       0.843891
