Titration: 22
kd = 19.92 uM
percent bound at final point = 106.9

Presentation fit:
   ligand ratio    model point      exp point
       0.000000       0.000000       0.000000
       0.249703       0.168402       0.111571
       0.499401       0.314120       0.416425
       0.749120       0.435118       0.321196
       0.998804       0.531967       0.321621
       1.498221       0.666188       0.620347
       1.997642       0.747191       0.583704
       2.996437       0.832487       0.978945
       3.995279       0.874519       1.068537
