Titration: 5
kd = 19.92 uM
percent bound at final point = 88.8

Presentation fit:
   ligand ratio    model point      exp point
       0.000000       0.000000       0.000000
       0.249703       0.168402       0.174122
       0.499401       0.314120       0.302155
       0.749120       0.435118       0.432127
       0.998804       0.531967       0.502416
       1.498221       0.666188       0.673435
       1.997642       0.747191       0.759409
       2.996437       0.832487       0.825720
       3.995279       0.874519       0.887661
