Titration: 24
kd = 19.92 uM
percent bound at final point = 86.7

Presentation fit:
   ligand ratio    model point      exp point
       0.000000       0.000000       0.000000
       0.249703       0.168402       0.164370
       0.499401       0.314120       0.292839
       0.749120       0.435118       0.435434
       0.998804       0.531967       0.530985
       1.498221       0.666188       0.680229
       1.997642       0.747191       0.746798
       2.996437       0.832487       0.839215
       3.995279       0.874519       0.866614
