Titration: 47
kd = 27.59 uM
percent bound at final point = 84.4

Presentation fit:
   ligand ratio    model point      exp point
       0.000000       0.000000       0.000000
       0.249703       0.150886       0.224827
       0.499401       0.280711       0.241048
       0.749120       0.389252       0.354157
       0.998804       0.477949       0.485786
       1.498221       0.606850       0.668472
       1.997642       0.690459       0.644915
       2.996437       0.785662       0.782300
       3.995279       0.835899       0.843777
