Titration: 31
kd = 25.12 uM
percent bound at final point = 83.4

Presentation fit:
   ligand ratio    model point      exp point
       0.000000       0.000000       0.000000
       0.249703       0.156061       0.143508
       0.499401       0.290486       0.270695
       0.749120       0.402603       0.401749
       0.998804       0.493678       0.496463
       1.498221       0.624321       0.636077
       1.997642       0.707411       0.704559
       2.996437       0.799970       0.816497
       3.995279       0.847854       0.833859
