Titration: 11
kd = 21.57 uM
percent bound at final point = 85.4

Presentation fit:
   ligand ratio    model point      exp point
       0.000000       0.000000       0.000000
       0.249703       0.164247       0.181608
       0.499401       0.306106       0.257011
       0.749120       0.424050       0.435593
       0.998804       0.518933       0.504354
       1.498221       0.652045       0.673692
       1.997642       0.733891       0.743586
       2.996437       0.821783       0.826677
       3.995279       0.865820       0.853803
