Titration: 20
kd = 25.61 uM
percent bound at final point = 81.7

Presentation fit:
   ligand ratio    model point      exp point
       0.000000       0.000000       0.000000
       0.249703       0.155017       0.229615
       0.499401       0.288508       0.227500
       0.749120       0.399899       0.590622
       0.998804       0.490492       0.383826
       1.498221       0.620795       0.604131
       1.997642       0.704006       0.629373
       2.996437       0.797117       0.883730
       3.995279       0.845481       0.817016
