Titration: 48
kd = 19.76 uM
percent bound at final point = 87.7

Presentation fit:
   ligand ratio    model point      exp point
       0.000000       0.000000       0.000000
       0.249703       0.168815       0.153108
       0.499401       0.314920       0.325117
       0.749120       0.436225       0.414923
       0.998804       0.533270       0.539181
       1.498221       0.667596       0.679702
       1.997642       0.748507       0.750638
       2.996437       0.833536       0.826580
       3.995279       0.875368       0.877314
