Titration: 26
kd = 15.17 uM
percent bound at final point = 87.8

Presentation fit:
   ligand ratio    model point      exp point
       0.000000       0.000000       0.000000
       0.249703       0.181791       0.131125
       0.499401       0.340429       0.371277
       0.749120       0.471849       0.460934
       0.998804       0.575269       0.567650
       1.498221       0.712314       0.691014
       1.997642       0.789506       0.832170
       2.996437       0.865381       0.877377
       3.995279       0.900765       0.877839
