Titration: 57
kd = 25.69 uM
percent bound at final point = 83.5

Presentation fit:
   ligand ratio    model point      exp point
       0.000000       0.000000       0.000000
       0.249703       0.154840       0.181735
       0.499401       0.288174       0.235011
       0.749120       0.399441       0.395353
       0.998804       0.489953       0.502421
       1.498221       0.620198       0.639284
       1.997642       0.703428       0.695249
       2.996437       0.796632       0.808399
       3.995279       0.845077       0.834689
