Titration: 13
kd = 83.15 uM
percent bound at final point = 65.6

Presentation fit:
   ligand ratio    model point      exp point
       0.000000       0.000000       0.000000
       0.249703       0.088001       0.196390
       0.499401       0.165208       0.128213
       0.749120       0.232799       0.235620
       0.998804       0.291936       0.292460
       1.498221       0.389226       0.433330
       1.997642       0.464680       0.390206
       2.996437       0.571577       0.578758
       3.995279       0.642091       0.656262
