Titration: 74
kd = 19.75 uM
percent bound at final point = 87.1

Presentation fit:
   ligand ratio    model point      exp point
       0.000000       0.000000       0.000000
       0.249703       0.168842       0.145129
       0.499401       0.314973       0.309527
       0.749120       0.436298       0.429786
       0.998804       0.533356       0.536187
       1.498221       0.667689       0.673185
       1.997642       0.748594       0.760530
       2.996437       0.833606       0.831922
       3.995279       0.875424       0.870682
