Titration: 17
kd = 3.41 uM
percent bound at final point = 99.1

Presentation fit:
   ligand ratio    model point      exp point
       0.000000       0.000000       0.000000
       0.249703       0.229278       0.098522
       0.499401       0.444125       0.609347
       0.749120       0.630279       0.594357
       0.998804       0.767255       0.739513
       1.498221       0.894395       0.866347
       1.997642       0.936187       1.024055
       2.996437       0.964646       0.890417
       3.995279       0.975271       0.990606
