Titration: 60
kd = 7.48 uM
percent bound at final point = 90.1

Presentation fit:
   ligand ratio    model point      exp point
       0.000000       0.000000       0.000000
       0.249703       0.209680       0.338931
       0.499401       0.398636       0.432320
       0.749120       0.556738       0.589976
       0.998804       0.676327       0.617224
       1.498221       0.813757       0.796042
       1.997642       0.875875       0.854852
       2.996437       0.926741       0.989426
       3.995279       0.947680       0.900909
