Titration: 73
kd = 15.95 uM
percent bound at final point = 81.0

Presentation fit:
   ligand ratio    model point      exp point
       0.000000       0.000000       0.000000
       0.249703       0.179407       0.124192
       0.499401       0.335683       0.408020
       0.749120       0.465171       0.313488
       0.998804       0.567387       0.449644
       1.498221       0.704021       0.766383
       1.997642       0.782024       1.024286
       2.996437       0.859695       0.821096
       3.995279       0.896282       0.810163
