Titration: 66
kd = 19.92 uM
percent bound at final point = 87.3

Presentation fit:
   ligand ratio    model point      exp point
       0.000000       0.000000       0.000000
       0.249703       0.168394       0.164003
       0.499401       0.314105       0.312083
       0.749120       0.435096       0.434042
       0.998804       0.531941       0.525547
       1.498221       0.666161       0.679342
       1.997642       0.747166       0.743263
       2.996437       0.832466       0.832956
       3.995279       0.874503       0.873316
