Titration: 14
kd = 17.88 uM
percent bound at final point = 88.0

Presentation fit:
   ligand ratio    model point      exp point
       0.000000       0.000000       0.000000
       0.249703       0.173858       0.147334
       0.499401       0.324745       0.349382
       0.749120       0.449870       0.446928
       0.998804       0.549346       0.538117
       1.498221       0.684864       0.681746
       1.997642       0.764526       0.776630
       2.996437       0.846178       0.848842
       3.995279       0.885534       0.879583
