Titration: 36
kd = 25.62 uM
percent bound at final point = 84.7

Presentation fit:
   ligand ratio    model point      exp point
       0.000000       0.000000       0.000000
       0.249703       0.154982       0.134378
       0.499401       0.288441       0.262096
       0.749120       0.399806       0.408952
       0.998804       0.490383       0.493023
       1.498221       0.620675       0.633590
       1.997642       0.703890       0.707972
       2.996437       0.797020       0.789268
       3.995279       0.845400       0.846735
