Titration: 50
kd = 17.19 uM
percent bound at final point = 88.7

Presentation fit:
   ligand ratio    model point      exp point
       0.000000       0.000000       0.000000
       0.249703       0.175806       0.130950
       0.499401       0.328569       0.371896
       0.749120       0.455206       0.425946
       0.998804       0.555635       0.562155
       1.498221       0.691570       0.693598
       1.997642       0.770684       0.775906
       2.996437       0.850970       0.850966
       3.995279       0.889359       0.887024
