Titration: 70
kd = 27.07 uM
percent bound at final point = 81.7

Presentation fit:
   ligand ratio    model point      exp point
       0.000000       0.000000       0.000000
       0.249703       0.151945       0.164032
       0.499401       0.282707       0.256646
       0.749120       0.391974       0.370049
       0.998804       0.481157       0.477918
       1.498221       0.610426       0.649823
       1.997642       0.693944       0.678002
       2.996437       0.788625       0.814299
       3.995279       0.838386       0.817454
