Titration: 72
kd = 37.98 uM
percent bound at final point = 74.4

Presentation fit:
   ligand ratio    model point      exp point
       0.000000       0.000000       0.000000
       0.249703       0.132635       0.185127
       0.499401       0.246725       0.158707
       0.749120       0.343107       0.343045
       0.998804       0.423486       0.397483
       1.498221       0.545201       0.583406
       1.997642       0.629122       0.638207
       2.996437       0.731727       0.780363
       3.995279       0.789661       0.743633
