Titration: 3
kd = 19.01 uM
percent bound at final point = 87.4

Presentation fit:
   ligand ratio    model point      exp point
       0.000000       0.000000       0.000000
       0.249703       0.170779       0.147221
       0.499401       0.318734       0.299466
       0.749120       0.441512       0.460305
       0.998804       0.539498       0.537517
       1.498221       0.674308       0.675684
       1.997642       0.754760       0.757755
       2.996437       0.838501       0.843557
       3.995279       0.879373       0.874265
