Titration: 52
kd = 30.19 uM
percent bound at final point = 82.1

Presentation fit:
   ligand ratio    model point      exp point
       0.000000       0.000000       0.000000
       0.249703       0.145821       0.168813
       0.499401       0.271211       0.244521
       0.749120       0.376315       0.368977
       0.998804       0.462699       0.476757
       1.498221       0.589766       0.592399
       1.997642       0.673692       0.671265
       2.996437       0.771251       0.774548
       3.995279       0.823725       0.820911
