Titration: 29
kd = 7.76 uM
percent bound at final point = 94.6

Presentation fit:
   ligand ratio    model point      exp point
       0.000000       0.000000       0.000000
       0.249703       0.208507       0.109853
       0.499401       0.396060       0.508067
       0.749120       0.552823       0.575137
       0.998804       0.671609       0.643327
       1.498221       0.809254       0.755000
       1.997642       0.872267       0.907689
       2.996437       0.924340       0.920233
       3.995279       0.945897       0.945548
