Titration: 75
kd = 23.45 uM
percent bound at final point = 85.5

Presentation fit:
   ligand ratio    model point      exp point
       0.000000       0.000000       0.000000
       0.249703       0.159813       0.158243
       0.499401       0.297618       0.261573
       0.749120       0.412377       0.411706
       0.998804       0.505188       0.509268
       1.498221       0.637008       0.662519
       1.997642       0.719595       0.714445
       2.996437       0.810089       0.807363
       3.995279       0.856227       0.854892
