Titration: 53
kd = 10.82 uM
percent bound at final point = 94.5

Presentation fit:
   ligand ratio    model point      exp point
       0.000000       0.000000       0.000000
       0.249703       0.196393       0.124067
       0.499401       0.370197       0.459127
       0.749120       0.514450       0.519257
       0.998804       0.625721       0.595569
       1.498221       0.764179       0.765149
       1.997642       0.834930       0.830958
       2.996437       0.898652       0.880005
       3.995279       0.926542       0.944899
